Subject,Fp1_delta,Fp1_theta,Fp1_alpha,Fp1_beta,Fp1_gamma,Fp2_delta,Fp2_theta,Fp2_alpha,Fp2_beta,Fp2_gamma,F3_delta,F3_theta,F3_alpha,F3_beta,F3_gamma,F4_delta,F4_theta,F4_alpha,F4_beta,F4_gamma,C3_delta,C3_theta,C3_alpha,C3_beta,C3_gamma,C4_delta,C4_theta,C4_alpha,C4_beta,C4_gamma,P3_delta,P3_theta,P3_alpha,P3_beta,P3_gamma,P4_delta,P4_theta,P4_alpha,P4_beta,P4_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,F7_delta,F7_theta,F7_alpha,F7_beta,F7_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,T3_delta,T3_theta,T3_alpha,T3_beta,T3_gamma,T4_delta,T4_theta,T4_alpha,T4_beta,T4_gamma,T5_delta,T5_theta,T5_alpha,T5_beta,T5_gamma,T6_delta,T6_theta,T6_alpha,T6_beta,T6_gamma,Fz_delta,Fz_theta,Fz_alpha,Fz_beta,Fz_gamma,Cz_delta,Cz_theta,Cz_alpha,Cz_beta,Cz_gamma,Pz_delta,Pz_theta,Pz_alpha,Pz_beta,Pz_gamma
sub-011,1.3746816513984846e-11,2.623284085208906e-12,2.032783697661303e-12,7.61667935819617e-13,7.375771414952171e-13,6.598270718344231e-11,3.1878258312802474e-12,2.317269399105765e-12,9.287048156181712e-13,1.1732807102258545e-12,4.625010514684354e-12,1.7682260074750502e-12,1.28067145172912e-12,3.9846303683639893e-13,4.619306002990059e-13,1.616851552969406e-11,1.7319756717593111e-12,1.037767807658182e-12,5.51761924274085e-13,6.811523786506317e-13,2.9482441778660366e-12,1.9504005226110896e-12,1.479207330430977e-12,2.8717747858485557e-13,3.085016459686049e-13,9.759536334516338e-12,4.14327675271593e-12,1.9574223342724653e-12,4.797505133711037e-13,4.383838092139386e-13,4.5232231644290385e-12,2.699241554615606e-12,3.1497709733143953e-12,2.294434051793885e-13,8.699788273720786e-14,1.119624029785173e-11,3.595693143440937e-12,3.663987661644613e-12,2.7865248946713354e-13,1.1222764013183186e-13,4.2786814123591544e-12,4.190161633117786e-12,4.988594218134282e-12,4.1322923194254284e-13,1.1156053726076015e-13,3.009058824439478e-11,6.4267519072375886e-12,6.827116231487833e-12,5.206885627735601e-13,1.3485176505436368e-13,8.976582246922955e-12,2.832504026712278e-12,2.1473062461387895e-12,2.3912289856564156e-13,1.7696454985764255e-13,1.3603852206323486e-11,2.7310296254505385e-12,1.7827446153466071e-12,5.208751957387514e-13,6.663244744306718e-13,1.0747466016581242e-11,5.727754533680761e-12,3.5322045812048814e-12,5.472998568278839e-13,6.062225098342259e-13,9.144737133817232e-12,7.212920632437776e-12,4.0581686238666296e-12,7.673036623975404e-13,7.49893783358225e-13,6.429183730016777e-12,8.115245063966173e-12,5.136991798857489e-12,6.626100459161339e-13,4.337449562638678e-13,2.1120235517488266e-11,8.084120439826619e-12,4.923624184881162e-12,5.452772643848996e-13,3.266686603480274e-13,5.24973817856837e-12,1.5280974041031612e-12,9.570441742616944e-13,1.2019878717289426e-13,6.680808177803477e-14,5.538504621734008e-12,1.8664277061117876e-12,1.1311226796268928e-12,1.327486161003408e-13,5.485386485964584e-14,8.698915752677906e-12,1.7502711961078212e-12,2.2911918215616068e-12,1.5771364607815966e-13,6.028615701836171e-14
sub-012,6.576895227455978e-12,6.462797534312193e-13,6.798211127861673e-13,1.8735330465004147e-13,6.406743749828932e-14,3.543966965083951e-11,1.3390757455280594e-12,9.83090512232406e-13,4.053147103303273e-13,1.8946623981140554e-13,5.820170987564117e-12,8.440618138285546e-13,9.175291341265458e-13,2.9712207726352006e-13,5.786030712911812e-14,6.793307291735802e-12,6.792231562012992e-13,8.079968900323205e-13,2.794191547715647e-13,1.523482889772445e-13,9.859188480504908e-12,6.361280061977773e-13,7.228409894216387e-13,2.0572831571575882e-13,5.4465028303125274e-14,8.900002848055734e-12,1.2286113691786695e-12,9.128641237819977e-13,2.5688763209233353e-13,5.722193808878754e-14,3.043519251186886e-11,1.0085896634287254e-12,9.789422285366698e-13,2.549850786647162e-13,4.78516860613016e-14,2.1368586323688357e-11,7.905709709990611e-13,1.1459894117807569e-12,2.830007198927756e-13,4.131359433643879e-14,2.8462957345210373e-11,2.3362825708320486e-12,2.162530643789455e-12,2.610128623465615e-13,5.234288792510192e-14,1.8180669274659048e-11,1.8975352857451583e-12,2.453814818597956e-12,2.5455687273275594e-13,3.947815970706472e-14,1.9731917948131454e-11,8.105223934085823e-13,9.70175464330113e-13,2.554992060662371e-13,1.3027638843396248e-13,2.185312637377678e-11,8.128010764736158e-13,9.707787209424399e-13,3.3659080674805244e-13,1.9499225651545962e-13,2.4618656369890808e-11,1.7822692191266095e-12,1.6315438039550168e-12,3.138175358292556e-13,1.9729162867489857e-13,4.342359252577894e-11,9.938421082241044e-13,1.614633311795862e-12,3.662054243639314e-13,2.291409454957886e-13,1.5040551888409328e-11,1.7209531280138399e-12,2.0659934073290877e-12,2.754791018404009e-13,7.742286000366721e-14,8.463734522719827e-12,1.3525765644616628e-12,2.7229995005809923e-12,3.2740032080591756e-13,4.821135499872398e-14,1.0794993825069965e-11,9.041122248522294e-13,9.358155889928948e-13,2.6494761827809996e-13,2.896880969767145e-14,3.546747492018323e-11,1.3789910746937592e-12,1.0516872199840539e-12,3.128833931006272e-13,6.938214135643864e-14,2.274977353462647e-11,1.4384403596728949e-12,9.986903655871718e-13,2.1941167418312701e-13,3.4262670078087785e-14
sub-013,3.0980624203742176e-11,3.6267685041470957e-12,7.393171239196356e-13,3.600700167663411e-13,2.7035039887767417e-13,2.073889339105823e-11,3.021183977657241e-12,8.287095803790797e-13,2.571824542029763e-13,1.903036752227848e-13,5.424654394463705e-12,2.4006523333408745e-12,5.936718887856333e-13,1.583385595388597e-13,1.1167216261921288e-13,1.3019059891753887e-11,2.7578728044268613e-12,8.430240498445423e-13,2.150408112732678e-13,1.4356506888646452e-13,2.4577043951841052e-12,9.461889928711881e-13,3.752170177505796e-13,7.4968585338557e-14,3.5118091005560715e-14,4.372507988980991e-12,1.151924240865201e-12,5.123196436707691e-13,1.2016631442127202e-13,4.050650105257621e-14,5.666175728935502e-12,1.62250773228149e-12,3.823171664103131e-13,6.824296323393055e-14,2.892556090561798e-14,6.723846710058811e-12,1.4617883016139384e-12,6.191376249621347e-13,1.1898486067716527e-13,3.902220211834455e-14,2.0153761382487843e-11,2.98772882993731e-12,1.1862680937919985e-12,1.6643010148179086e-13,4.82066489540944e-14,1.105168738086111e-11,3.0624739706678975e-12,2.649637595685435e-12,2.313903698500353e-13,5.125870947390917e-14,1.825149710258768e-11,3.6900009615096895e-12,6.60918257824486e-13,3.4621117377617383e-13,3.6193986420091865e-13,1.2497005294724318e-11,2.477471205381465e-12,8.191487716842145e-13,3.3853646439112634e-13,3.3873346150874515e-13,7.493855624730672e-12,2.213856445594983e-12,5.88531384269471e-13,3.754396066315241e-13,3.22897585422463e-13,6.786180093889097e-12,1.6627275238477519e-12,6.142533732250331e-13,2.62724524142713e-13,2.2463756877215296e-13,1.1080276421260584e-11,2.3587273051324708e-12,6.83312086809023e-13,1.123093905554989e-13,5.5277524784117185e-14,9.950517776707602e-12,2.5790588302210686e-12,1.2475050279479713e-12,1.850474056037569e-13,7.632205705016527e-14,4.464998512352941e-12,2.2715068182085928e-12,4.506402138597414e-13,8.585652502506104e-14,3.345934724133389e-14,4.7907008205569805e-12,9.15792613767284e-13,3.599094039111743e-13,6.358779126276741e-14,3.019090191938272e-14,9.065413884785563e-12,1.539386277563368e-12,4.360497418464387e-13,6.501940205581018e-14,2.3300369029430374e-14
sub-014,4.2982856901633676e-11,5.846108043924706e-12,1.479313292530654e-12,6.874895206211564e-13,5.065277329274896e-13,9.665441423095058e-11,8.976788767053451e-12,1.9631821513980917e-12,3.705134513787468e-12,4.050809261039939e-12,1.2006842620700622e-11,1.9548363831112706e-12,6.86356264739947e-13,6.452109294064128e-13,4.972150351209141e-13,1.8975709221353412e-11,1.9482210814010788e-12,5.901839195113209e-13,5.68436261557066e-13,4.703936764423706e-13,4.715809367970796e-12,6.663834893107152e-13,2.403873792958992e-13,1.372313093746245e-13,1.0278162201733452e-13,7.201522328631303e-12,5.626570279357004e-13,2.1392315443572995e-13,1.4110860092085065e-13,1.1048448442016326e-13,7.502879200964387e-12,1.2479786739156328e-12,3.392168828335839e-13,1.3213402104108457e-13,9.103041400825448e-14,8.505447233693506e-12,1.5119783022773898e-12,3.7914124161208153e-13,1.449412100296784e-13,1.031318491164853e-13,1.7850319466446723e-11,2.606665318301319e-12,8.520261276982035e-13,4.234243627324567e-13,3.784537357840699e-13,1.789749055285717e-11,2.5951639019808292e-12,7.236222267636764e-13,3.2780070048905037e-13,2.733064021636194e-13,2.2635361795118898e-11,2.3895261897664903e-12,7.290972194951602e-13,3.239530022980615e-13,2.8961187020126777e-13,3.159630774492468e-11,2.6757471029881436e-12,7.503322337123858e-13,3.5177291137155004e-13,3.190370439792189e-13,8.919036819638141e-12,1.4163620551498005e-12,5.859526771692519e-13,3.5630555732075747e-13,3.759396692695014e-13,9.59355413687202e-12,1.2863255824366476e-12,4.840924093458509e-13,4.2265803583460433e-13,3.827311120328065e-13,9.885978456213748e-12,1.7876005270514147e-12,6.092668950929063e-13,3.0671387180695185e-13,2.7363169585103243e-13,1.4830462624333916e-11,2.10771894817948e-12,6.519707928685145e-13,3.6022016399978937e-13,3.2478677060334267e-13,9.554702048246394e-12,2.2808721337504167e-12,4.831920845744318e-13,1.0490523647008923e-13,5.745945903631762e-14,3.600833511270173e-12,1.243306006912421e-12,2.98212485754726e-13,9.811656873421087e-14,5.110323557077873e-14,1.2750658371691164e-11,1.6368357283798304e-12,3.967550275491207e-13,1.288508065400451e-13,6.988596880961914e-14
sub-015,1.377335692612363e-12,4.824944465892438e-13,1.465700616137832e-12,8.92147820727132e-14,4.776441217375031e-14,5.413466096571094e-12,6.562016095098168e-13,1.436119199666303e-12,5.83418187849348e-13,4.671598130836129e-13,1.699354964673892e-12,8.105883686969375e-13,1.8457845805431017e-12,1.8379241926755392e-13,1.2553248813001465e-13,2.8308338919556195e-12,9.997279157795722e-13,1.919356972777231e-12,3.12543604654257e-13,2.113582522460372e-13,8.439478456528701e-13,3.796967124684455e-13,9.40230072094476e-13,1.2295278643816395e-13,5.485935062150337e-14,2.3598697775371435e-12,5.767341892124397e-13,1.0715410927910284e-12,1.247892442717243e-13,1.0697873875558047e-13,1.4853692608563099e-12,9.327674314848508e-13,2.6057437692272405e-12,1.6191166968407757e-13,4.2981972823602007e-14,2.1107992110285533e-12,7.022940395801029e-13,2.087781093185068e-12,1.2841086978531524e-13,3.763316678941185e-14,2.220883688879801e-12,1.2662253440520137e-12,4.380037262416575e-12,1.9924868298331207e-13,5.427487594006985e-14,3.1010803034219643e-12,1.290185353826509e-12,5.016312168183915e-12,2.1720324718961717e-13,5.638807833507615e-14,5.04861102154659e-12,8.802997013311128e-13,1.7491913580995138e-12,1.861184620266346e-13,1.8027327928405414e-13,1.1644184557726529e-12,4.73393854846869e-13,1.3245306862205733e-12,1.1057227265919432e-13,5.367084793504905e-14,1.2457911624619557e-12,9.755527858340189e-13,2.007874633072409e-12,1.3504894964992957e-13,7.601431952122367e-14,1.4832025690031335e-12,9.27042167932676e-13,1.206457052099113e-12,3.6533522456547225e-13,2.690009178042861e-13,1.937797224737035e-12,2.3043939871355433e-12,7.348935584703807e-12,2.3499747938876114e-13,9.050208470929282e-14,3.1612378307808114e-12,1.422464020848304e-12,4.661106994983969e-12,1.941804515844023e-13,5.611924051644755e-14,2.1404444092409082e-12,1.3268030789204632e-12,2.6375688623596166e-12,1.5099920309327144e-13,6.34046682715577e-14,1.8414562039354628e-12,7.567120671764049e-13,2.0492432545295794e-12,1.1353383783350973e-13,3.670383110463951e-14,1.4024504680846806e-12,6.471279899971574e-13,2.8906806487097545e-12,1.3806211093393147e-13,3.364464556874604e-14
sub-016,7.275739930923352e-12,9.093728715743544e-13,2.567630302344843e-13,1.6218734027380894e-13,1.265736109572472e-13,7.779242360775884e-12,5.45750672259418e-13,1.6501000165130193e-13,5.2273240040320143e-14,2.867090720830567e-14,1.4357650031612969e-11,1.9892609956785727e-12,3.7065311142192287e-13,1.0328938632930622e-13,5.51089915742971e-14,3.826287744997462e-12,1.1042621661807379e-12,2.1979256415558882e-13,7.603022277309803e-14,5.0605801674953995e-14,3.1733321794743878e-12,5.079197160407629e-13,1.3647677579370862e-13,4.4497446925281845e-14,1.8302792146608613e-14,1.1777799859613619e-11,1.3417505816391466e-12,2.8542912576994867e-13,9.373292679936174e-14,4.243702570877807e-14,7.55538753035553e-12,6.247867518383769e-13,2.0008324745463788e-13,5.217417224700955e-14,1.9702047886792245e-14,1.1892667004149857e-11,7.210417860885792e-13,1.8176533638779412e-13,5.4927342691749785e-14,2.3540401074187386e-14,5.291439155871392e-12,1.069068574967818e-12,2.6005708931236927e-13,6.891327684437303e-14,2.897259704881234e-14,7.805528001076666e-12,1.4878195650025313e-12,4.0141561592171e-13,9.390308347029912e-14,3.4742028226822514e-14,2.80241866325156e-11,2.422655049157879e-12,5.855383116927451e-13,2.2296868072013052e-13,2.746776869472724e-13,1.965913820599793e-11,1.3003721654822606e-12,3.8241952474878385e-13,1.129956333759188e-13,6.508006337519918e-14,4.289539708283178e-12,9.819728166355308e-13,2.855480957186477e-13,8.503579058705968e-14,5.5632904894572204e-14,1.7334592317707382e-11,4.6777151291499324e-12,1.8717723634009313e-12,6.222219134386504e-13,3.339344332773504e-13,6.88429423501537e-12,7.291203984695442e-13,1.9865965170850837e-13,5.799161213739348e-14,2.8781901684917636e-14,1.1158582075012847e-11,2.922643316165195e-12,1.0384858968038787e-12,2.383001957206393e-13,7.011703178425646e-14,2.3284730494739598e-12,2.7735861392009446e-12,4.0279093729636396e-13,6.496631778069366e-14,3.101114615165763e-14,3.4094582016150557e-12,9.483031082248661e-13,2.2300390308184094e-13,4.795942767430164e-14,2.2343365289090665e-14,3.618148241486708e-12,5.061390176526961e-13,1.473812171724851e-13,4.273857462837551e-14,1.9544852362161742e-14
sub-017,1.6390578299311196e-11,3.5587823495770038e-12,1.0862831775368946e-12,2.1300552331557581e-13,1.2661371302234126e-13,1.1312497470131912e-11,2.545126575346378e-12,7.902063864743696e-13,2.2207054142496243e-13,1.1281626113607203e-13,1.3988269296087863e-11,5.572600187759257e-12,1.1404284286073564e-12,1.645792138863725e-13,8.209094690812342e-14,1.2682659953796514e-11,3.716432810763204e-12,9.172066850674062e-13,2.4988611058934045e-13,1.5153235371081167e-13,5.308172066992657e-12,2.0132366699143927e-12,4.753423653308634e-13,1.3554239618685042e-13,4.237381662573908e-14,1.979856876768336e-11,2.9204248166445563e-12,7.298928088753495e-13,2.2270840632302003e-13,1.2247310446234037e-13,1.0355359785150964e-11,1.971955012010937e-12,7.472445099908133e-13,1.1116372718825882e-13,2.9497404636794423e-14,6.016168108971629e-12,2.6120763485799484e-12,9.170053726465713e-13,1.0604640624954328e-13,3.154799689106539e-14,1.8659977411686127e-11,2.9465957565764093e-12,1.4886052248282394e-12,1.428777877519967e-13,4.303511318332243e-14,1.1786076323353086e-11,3.3343224986976794e-12,1.7229174102415078e-12,1.293212990752475e-13,3.383414705972547e-14,2.0813386939375572e-11,5.137057342950598e-12,1.2457071757360804e-12,2.592366310860823e-13,1.953625442989849e-13,9.323537353252825e-12,1.873609332587719e-12,5.826426100404743e-13,1.9952166647090801e-13,1.3479313159571499e-13,1.6481030864465305e-11,4.246728458059206e-12,8.520981746412874e-13,1.9518505272305434e-13,1.2154012462802343e-13,1.4314216813012486e-11,2.9784861608915267e-12,6.700393885444241e-13,3.0522874742429603e-13,3.1679035565186214e-13,1.3036923273286033e-11,2.9953464159944294e-12,7.726477088495376e-13,1.3727317853124405e-13,6.593370064133882e-14,2.2364129619632218e-11,3.729636140612984e-12,1.26570844945409e-12,1.425985213426662e-13,5.875100815348913e-14,8.92064170733612e-12,5.1921462750496705e-12,1.029587262857341e-12,1.2675586886749925e-13,2.3329202532438e-14,8.271176178594183e-12,2.2333781523883678e-12,8.647955315836814e-13,4.1235984140634366e-13,4.546971282970665e-14,7.0517840585234516e-12,1.8106651158790972e-12,8.958552313012622e-13,1.2413013351702094e-13,2.3802317575656923e-14
sub-018,8.368482030842139e-12,4.023759135895751e-12,2.16653173771039e-12,4.938650948375784e-13,1.7555500490534625e-13,9.593826989514536e-12,3.644810095601586e-12,2.1653808847235024e-12,7.041705266424017e-13,3.264506305659065e-13,8.640503255183999e-12,6.483435529708756e-12,3.971329881264863e-12,7.301239905515643e-13,1.4137070053923672e-13,6.394865404751375e-12,6.138346911218546e-12,3.7772504594169615e-12,9.67884724250705e-13,1.615097216050476e-13,3.5956168129303724e-12,3.816111350823473e-12,2.3265240076779473e-12,6.175013253559857e-13,9.091798814286048e-14,3.78081657827639e-12,4.460986408693535e-12,4.0309315032364315e-12,1.0432564501884133e-12,1.1999901422387896e-13,7.605826712245095e-12,6.167299372936947e-12,2.7326612206436098e-12,4.569164002632678e-13,7.169777019111383e-14,6.201974172630486e-12,4.383500910792836e-12,2.5250452649233816e-12,5.620602067348486e-13,7.137443941034347e-14,9.143803228987742e-12,5.309741574537232e-12,2.532166132655222e-12,3.6523871213557305e-13,1.124515604091253e-13,1.076252465382432e-11,6.72557077000704e-12,3.789392276330747e-12,4.4945806725772743e-13,1.5968725898228372e-13,1.8475422481300575e-11,7.518437728419648e-12,2.848592820354054e-12,6.248397125580947e-13,3.618104911271493e-13,8.560667253649464e-12,4.700651482460103e-12,3.5856243905257523e-12,9.803294288159552e-13,7.115573106644015e-13,1.3149567788951898e-11,1.0292844694672522e-11,2.2178853280436176e-12,4.848625277475262e-13,2.398752475184449e-13,5.5566815675703706e-12,5.015177639873648e-12,3.564066919024891e-12,5.991896898599144e-13,3.605682332857275e-13,9.604048983594219e-12,1.0158012914107532e-11,2.492786966970235e-12,4.2649096027517853e-13,1.540750006708339e-13,5.46037796157867e-12,8.536661322035129e-12,4.7826404877898095e-12,5.02664024373098e-13,2.0117404192807934e-13,6.568799637703862e-12,6.604793217751347e-12,3.192579920032642e-12,7.179405746744277e-13,8.756264090654066e-14,5.018440776147772e-12,4.262837752986679e-12,2.3720370939995874e-12,1.466703805833872e-12,1.2329475782132592e-13,6.759215987855371e-12,5.1954604781598385e-12,2.795760846019042e-12,4.450529334292609e-13,5.974247945187888e-14
sub-019,1.8696960785070917e-12,1.529486992592697e-13,3.7603992460672614e-13,8.902971581877515e-14,6.072170803662699e-14,5.697612806765505e-12,2.9447103707654724e-13,4.052260483382957e-13,1.9657024642602041e-13,1.6105782190929455e-13,1.6354227827075802e-12,2.0895006805587447e-13,3.855096614160494e-13,4.436447700930698e-13,5.36259481062532e-13,2.575404107904714e-12,2.5830129361457584e-13,3.897178015539596e-13,2.069827314932544e-13,1.7856540265553117e-13,7.693853747045267e-13,1.0900251682905576e-13,2.6798715062647604e-13,1.4997095813105646e-13,1.5510879903062525e-13,1.2263842905920457e-12,1.6114633203786265e-13,2.962566824241261e-13,2.711418278495209e-13,2.854077489726099e-13,1.5163271835647826e-12,1.729938511401817e-13,5.677019534424161e-13,1.2905924896832925e-13,5.342055530950452e-14,2.285862198355968e-12,1.9658376999467535e-13,5.962121131482236e-13,1.6226214678940863e-13,8.92103983276453e-14,3.087829498614498e-12,4.179403066261058e-13,1.592270514187543e-12,2.0859554237417197e-13,7.801501434211551e-14,6.133435871190317e-12,5.293747053833847e-13,1.8735747419635328e-12,2.2577147860152614e-13,8.586217208624404e-14,6.239046455298851e-12,3.710346150301164e-13,9.58002776025673e-13,1.3022864735563155e-12,1.714257070790798e-12,2.3934240101117317e-12,2.1967231635908787e-13,5.544580090752972e-13,1.6098875856956256e-13,1.4582467912511692e-13,1.3996355383875803e-12,2.0044213766832767e-13,4.537381091702387e-13,2.1644895435738597e-13,2.0778096460983002e-13,2.555855391324889e-12,2.834004707363113e-13,7.948431963772929e-13,1.2207786265622253e-12,1.434409849405759e-12,2.0734117932534935e-12,2.460955998187871e-13,6.093530027780862e-13,1.688266385097106e-13,8.11467021554098e-14,3.3890568397243835e-12,3.2399194746895474e-13,8.421672732441257e-13,2.828956240305864e-13,2.16150449381569e-13,2.194566008800868e-12,2.9257943894683626e-13,3.860267582690267e-13,1.2100072067329825e-13,4.0980456441520563e-14,2.420820175845206e-12,1.9246793844284497e-13,3.327387945631956e-13,9.359276992257009e-14,4.476644007654275e-14,2.311744564134448e-12,1.9199557948891323e-13,6.440101117687029e-13,1.0988358219068205e-13,4.789801720254639e-14
sub-020,9.707526407318894e-12,4.55573954990012e-13,3.0125714281244085e-13,1.8652089992999624e-13,2.307108734241881e-13,2.1195295172622097e-12,2.379160570601123e-13,1.2189286986706906e-13,3.8065925199047325e-14,2.3934096124914903e-14,1.2066371425601362e-11,7.031770374764397e-13,4.5343798711622357e-13,1.8685617819480007e-13,1.5189229039734048e-13,1.2430516551393118e-11,7.666785867062655e-13,4.131061752531519e-13,1.2932498151757697e-13,9.839008744032798e-14,3.969835700800956e-12,3.473145398573825e-13,1.7805494272514244e-13,1.0133772718272616e-13,1.0739896215020255e-13,4.086396861972156e-12,3.0912522466627724e-13,1.4959498801473815e-13,1.1427941076476764e-13,1.4532730644114742e-13,4.289644163230166e-12,4.594522187282438e-13,2.298591774168902e-13,5.403589057163154e-14,4.063014239759842e-14,5.675386181856992e-12,5.192877727167555e-13,2.918147636314778e-13,6.659687801239417e-14,3.973678320613341e-14,5.8342807235929214e-12,1.044266676862429e-12,7.323165898450316e-13,1.318068956504456e-13,5.630424412602716e-14,6.870234767261824e-12,1.1129741012306689e-12,8.655923236917472e-13,1.4921837433685332e-13,6.51636578115453e-14,3.547255206200847e-11,1.8159269570216373e-12,7.668265886141351e-13,4.688759711701443e-13,6.382865628877982e-13,1.7729511512067268e-11,1.0188929903360142e-12,4.504467657150238e-13,1.7568009769338712e-13,1.651194896556905e-13,8.207437427102102e-12,1.5826694767630204e-12,5.543822768757616e-13,2.5911638054707504e-13,3.323667587473949e-13,1.024374648243171e-11,1.117368590078405e-12,5.458910698343435e-13,2.522261012692659e-13,2.6597359836197224e-13,5.852361205676481e-12,1.0193321875659017e-12,6.001242160340473e-13,1.4694834065978177e-13,9.337061628405219e-14,3.4931682928840956e-12,1.0370378206735618e-12,8.236477983163425e-13,1.8274722824392589e-13,1.0338735857437557e-13,6.383883678278347e-12,9.619868436575997e-13,5.364717190134988e-13,1.0239520885170253e-13,3.2484459827406444e-14,4.676038423455234e-12,6.980137113261821e-13,3.5045235178367133e-13,7.782314507006127e-14,2.1090090827091308e-14,5.762750380263087e-12,5.334686008764677e-13,2.0641718948359242e-13,4.432366754449226e-14,1.9619975686299487e-14
sub-021,3.272629544729944e-12,6.09732785603848e-13,5.584477965855702e-13,2.3656484393501837e-13,1.7490176121901267e-13,1.3341237200640017e-12,3.104844594213277e-13,2.4141214621488443e-13,1.2727924841236168e-13,9.620868019590339e-14,2.1885149225249592e-12,9.774799320798824e-13,7.243023003910309e-13,4.589244315457937e-13,3.88333337300122e-13,2.2359064981851826e-12,8.032519804271957e-13,5.970880906356227e-13,5.5498246473326e-13,4.674825897269421e-13,8.839326013133848e-13,2.8172044149494373e-13,2.827166773673451e-13,2.017166926741626e-13,1.258938660456642e-13,1.1130661942761738e-12,3.3129864020661073e-13,3.4320461622702616e-13,2.2630360270091276e-13,1.780348184343267e-13,1.1812441712137213e-11,9.314561955727783e-13,6.232041021595894e-13,2.5803941809677435e-13,1.1917783620062567e-13,1.2887494330122122e-12,4.282164513133212e-13,4.704814587592359e-13,1.8696022579635508e-13,9.829687521935065e-14,5.550876368681078e-12,9.442213537409566e-13,9.137511127498266e-13,4.944794908747999e-13,5.603807503986902e-13,3.598692171799028e-12,9.063140408828059e-13,8.167666937021919e-13,3.769665807242186e-13,3.7598985950397426e-13,7.035349821019753e-12,1.3904440876182507e-12,1.4213021522385024e-12,4.814595682823821e-13,4.360823747168548e-13,1.9335128387691204e-12,2.992096377909632e-13,2.8092983374750116e-13,1.18036914803756e-13,1.0161971200260018e-13,1.975242418175169e-12,8.94198889774103e-13,1.089584567409991e-12,3.084375649655966e-13,2.3169948088494977e-13,2.0759331947797543e-12,7.794005413795079e-13,8.063670518642181e-13,3.266813452352359e-13,2.952679281157593e-13,1.2963862344231569e-12,7.605312544860434e-13,1.2120863251596556e-12,4.514483622640686e-13,3.829550821506132e-13,5.10317208552434e-12,9.907557731822543e-13,1.0661317044853673e-12,3.8612913598613563e-13,3.4450105727120924e-13,1.4764569241527407e-12,1.6497908344549612e-12,1.0247149244884282e-12,3.2128226375376106e-13,2.62179790189587e-13,1.8419978640102634e-12,5.831769284978336e-13,4.915502401437887e-13,1.9781919154750048e-13,1.2527262233393035e-13,2.549761341687594e-12,4.0161118382581874e-13,3.679456021564893e-13,1.5253199069274987e-13,8.119139662373953e-14
